Kim Jong-Un	North Korea, Executive Executive Office Government Major Party (In Government) Parties Elite (National) Major Party Government
Activist (Angola)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
High Commission (Uganda)	Government
Demos	United Kingdom, State-Owned Science / Tech / Knowledge / Innovation State-Owned Enterprises News Ideological Social Center Left Print News Government Media
Vassilis Kikilias	Greece, Government
State Media (Myanmar)	Executive Information / Communication / Transparency Ministry State Media Government
International Telecommunication Union	International Government Organizations, Global Global Information / Communication / Transparency IGOs International Government Organization Global Diplomatic IGOs
Justice Department/Ministery (Spain)	Judicial Government
Separatist (Catalonia)	Dissident Separatists
Armed Rebel (Kurdistan Workers' Party)	Dissident Separatists International Ethnic Kurd (Ethnic Group)
Local Media (Nigeria)	Social Media
Domestic Affairs (Maldives)	Interior / Home Ministry Executive Government
Education (Azerbaijan)	Education Social
Constitutional Court (Sudan)	Judicial Government
Central Bank (Nigeria)	Executive Finance / Economy / Commerce / Trade Ministry State-Owned Consulting / Financial Services State-Owned Enterprises Government
Electricity Supply Corporation of Malwi	Malawi, State-Owned Utilities State-Owned Enterprises Government
Envoy (Canada)	Executive Foreign Ministry Government
House of Representatives (Japan)	Legislative / Parliamentary Government
Andrius Kubilius	Lithuania, Executive Executive Office Unicameral Christian International Religious Center Right Catholic Parties Legislative / Parliamentary Elite Ideological (National) Major Party Government
Tourist (Bulgaria)	General Population / Civilian / Social Social
Dissident (Azerbaijan)	Dissident
High Ranking Military Personnel (Cambodia)	Military Government
Peter Johnstone	Anguilla, Elite
Bilawal Bhutto Zardari	Pakistan, Parties Center Left (National) Major Party Ideological
Citizen (Saint Vincent and the Grenadines)	General Population / Civilian / Social Social
Indigenous People (Qatar)	General Population / Civilian / Social Social
Ruling Party (Namibia)	Government Major Party (In Government) (National) Major Party Parties
Justice Department/Ministery (Namibia)	Judicial Government
Main Opposition (Namibia)	Dissident Protestors / Popular Opposition / Mobs
Hacker (Israel)	Criminals / Gangs Dissident
Industry (Turkey)	Business Social
Lawmaker (Austria)	Legislative / Parliamentary Government
Other Authorities / Officials (Sierra Leone)	Government
Foreign Affairs (Iceland)	Executive Foreign Ministry Government
Military (Iceland)	Military Government
Member of Parliament (Algeria)	Legislative / Parliamentary Government
Armen Ashotyan	Armenia, Executive Unicameral Center Right Parties Legislative / Parliamentary Cabinet Ideological Science / Tech / Knowledge / Innovation Ministry (National) Major Party Government
Mustafa Abdul Jalil	Libya, Executive Justice / Law Ministry Cabinet Dissident Insurgents Government
Lawyer/Attorney (Gambia)	Legal Social
Lawmaker (Slovakia)	Legislative / Parliamentary Government
Scientist (Brazil)	Education Social
World Water Council	Non-Governmental Organizations, Environment IGOs Nongovernmental Organization (International)
Justice Department/Ministery (Slovakia)	Judicial Government
Main Opposition (Peru)	Dissident Protestors / Popular Opposition / Mobs
Adonis Georgiadis	Greece, Government
Civil Servant (France)	Regional Diplomatic IGOs International Government Organization Government Regional
Public Sector (France)	Regional Regional Diplomatic IGOs International Government Organization State-Owned Enterprises Government
Christian (Syria)	National Religious Christian International Religious Social
Unity Party (Spain)	Parties
Héctor Arce	Bolivia, Far Left Lower House Parties Legislative / Parliamentary Ideological Social Legal (National) Major Party Government
Mohammad Rafiq	Bangladesh, Dissident Protestors / Popular Opposition / Mobs
Employee (Brazil)	Labor Social
Civil Service (Singapore)	Government
Ruling Party (Belgium)	Government Major Party (In Government) (National) Major Party Parties
Admiral (Australia)	Navy Military Government
Michal Hašek	Czech Republic, Regional Regional Diplomatic IGOs Lower House Parties Local Legislative / Parliamentary Provincial International Government Organization Ideological Center Left (National) Major Party Government
John R. Bolton	United States, Executive Government Center Right Parties Nongovernmental Organizations / Activists Cabinet Ideological Information / Communication / Transparency NGOs (National) Major Party Foreign Ministry
Protester (New Caledonia)	Dissident Protestors / Popular Opposition / Mobs
Trade Official (South Korea)	Finance / Economy / Commerce / Trade Ministry Executive Government
Jagat Prakash Nadda	India, (National) Major Party Parties Opposition Major Party (Out Of Government)
Islamic (India)	National Religious Muslim International Religious Social
Eduardo Cabrita	Portugal, Interior / Home Ministry Executive Government
Treasury/Finance Ministry (Chile)	Finance / Economy / Commerce / Trade Ministry Executive Government
Democratic Center	Guinea-Bissau, Parties (National) Minor Party
Other Authorities / Officials (Nicaragua)	Government
Citizen (Antigua and Barbuda)	General Population / Civilian / Social Social
Mercedes Diminich	Ecuador, Far Left Unicameral Parties Legislative / Parliamentary Ideological (National) Major Party Government
Undersecretary (Chile)	Government
Criminal (Costa Rica)	Criminals / Gangs Dissident
Foreign Affairs (Cameroon)	Executive Foreign Ministry Government
Labor Union (Guinea)	Labor Social
Masao Uchibori	Japan, Provincial Government Local
Satur Ocampo	Philippines, Lower House Parties Legislative / Parliamentary Ideological Center Left (National) Major Party Government Opposition Major Party (Out Of Government)
Scholar (Philippines)	Education Social
Bishop (South Africa)	National Religious Social
Anglican (South Africa)	National Religious International Religious Social Protestant
Nacional	Croatia, News Print News Social Media
High Ranking Military Personnel (North Korea)	Military Government
Member of Legislative (Govt) (Armenia)	Legislative / Parliamentary Government
Kim Kielsen	Greenland, Executive Nationalist Executive Office Parties Cabinet Elite Ideological (National) Minor Party Center Left Environment Ministry Government
Gro Harlem Brundtland	Norway, Parties Elite Ideological Center Left (National) Major Party
Keith Mitchell	Grenada, Interior / Home Ministry Executive Defense / Security Ministry Energy Ministry Executive Office Finance / Economy / Commerce / Trade Ministry Lower House Center Right Parties Legislative / Parliamentary Elite Ideological (National) Major Party Government
Company - Owner or Operator (Japan)	Business Social
Armed Rebel (Libya)	Dissident Rebel
Director General (Canada)	Government
Trade Unions Council	Grenada, Finance / Economy / Commerce / Trade Ministry Executive Government
Hannes Hanso	Estonia, Defense / Security Ministry Executive Government
Combatant (France)	Unidentified Forces
Nicholas Haysom	International, Global International Government Organization Global Diplomatic IGOs
Islamic Preacher (Kosovo)	National Religious Muslim International Religious Social
Bagong Alyansang Makabayan	Philippines, Parties (National) Minor Party
Bank (Austria)	Business Regional Regional Diplomatic IGOs International Government Organization Social
Human Rights Activist (Singapore)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Lee Kuan Yew	Singapore, Legislative / Parliamentary Executive Elite Government
Bhagat Singh	India, Police Government
Democratic Labor Party (Lithuania)	Parties
Military Personnel - Special (Mali)	Military Government
Ministry of Youth (Nigeria)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Peacekeeping Troop (Liberia)	Military Government
Alpheus Naruseb	Namibia, Executive Labor Ministry Lower House Women / Children / Social / Welfare / Development / Religion Ministry Parties Legislative / Parliamentary Cabinet Ideological Center Left (National) Major Party Government
Military Ruler (Pakistan)	Defense / Security Ministry Executive Government
Marina Pendeš	Bosnia and Herzegovina, Executive Defense / Security Ministry Elite State-Owned Defense / Security State-Owned Enterprises Government
Smallholders	Hungary, Parties (National) Minor Party
Student (Zambia)	Education Social
Information / Communication / Transparency Ministry (Kenya)	Executive Information / Communication / Transparency Ministry Government
James Macharia	Kenya, Executive Government Health Ministry
General Contractor (Japan)	Business Social
Sex Trade (Germany)	Criminals / Gangs Dissident
USS Mustin	United States, Navy Mechanized (Ships, Tanks, Planes) Navy Military Government
Human Rights Group (United Nations)	Global International Government Organization Global Diplomatic IGOs
Jiang Tianyong	China, Human Rights NGOs Nongovernmental Organizations / Activists Protestors / Popular Opposition / Mobs Social Dissident Legal
Joon Young Woo	South Korea, Elite Government
Zimbabwe Independent	Zimbabwe, News Print News Social Media
Ministry (Likud)	Parties (National) Major Party Center Right Ideological
Civic Group (Poland)	Nongovernmental Organizations / Activists Nongovernmental Organization (International)
Farm Worker (Armenia)	Agricultural Social
Director General (Estonia)	Government
Jamal Khashoggi	Saudi Arabia, Social Media
Social Worker (South Africa)	Nongovernmental Organizations / Activists Medical / Health NGOs
Trevor Manuel	South Africa, Executive Far Left Management / Budget / Planning / Organization Ministry Finance / Economy / Commerce / Trade Ministry Government Major Party (In Government) Parties Cabinet Ideological (National) Major Party Government
Member of Parliament (Syria)	Legislative / Parliamentary Government
Muslim (Mali)	National Religious Muslim International Religious Social
Representatives (Togo)	Legislative / Parliamentary Government
Social Worker (New Zealand)	Nongovernmental Organizations / Activists Medical / Health NGOs
Ministry of Mining (Democratic Republic of Congo)	Industrial / Textiles / Mining Ministry Executive Government
Green Party (Azerbaijan)	Parties
Employee (Malawi)	Labor Social
Public Works (Ghana)	Executive Government Housing / Construction Ministry
Liberal Party (Ghana)	Parties
Election Commission (Ghana)	Executive Elections Ministry Government
Adriano Maleiane	Mozambique, Finance / Economy / Commerce / Trade Ministry Executive Government
Police (Crimea)	Police Government
Representatives (Holy See (Vatican City State))	Legislative / Parliamentary Government
Healthcare Facility (Benin)	Medical / Health Social
Presidential Candidate (Zimbabwe)	Parties
Omar Zwak	Afghanistan, Provincial Government Local
Information Ministry (Slovakia)	Executive Information / Communication / Transparency Ministry Government
Guerrilla (Kurdistan Workers' Party)	Dissident Separatists International Ethnic Kurd (Ethnic Group)
Union of Greens and Farmers	Latvia, Parties
Kidnapper (Boko Haram)	Dissident Insurgents International Religious Muslim
Antonio Palocci Filho	Brazil, Executive Far Left Executive Office Parties Ideological (National) Major Party Government
Tengku Erry Nuradi	Indonesia, Provincial Government Local
Ikililou Dhoinine	Comoros, Executive Office Executive Elite Government
Ahmed Abdallah Sambi	Comoros, Sunni Executive Executive Office International Religious Elite Government
Senate (Lebanon)	Legislative / Parliamentary Upper House Government
The Poor (Mexico)	General Population / Civilian / Social Social
Ministry of Tourism (Israel)	Tourism Ministry Executive Government
Brno	Czech Republic, Regional Regional Diplomatic IGOs Local Municipal Provincial International Government Organization Government
Public Works (Bangladesh)	Executive Government Housing / Construction Ministry
Minister Durai	India, Executive Justice / Law Ministry Government
Jorge Viana	Brazil, Legislative / Parliamentary Upper House Government
Media (Cuba)	Social Media
Kamala Harris	United States, Judicial Government
Institute for Science and International Security	Non-Governmental Organizations, Nongovernmental Organization (International) Information / Communication / Transparency IGOs
Camilo Reyes Rodríguez	Colombia, Executive Foreign Ministry Government
Student (Guatemala)	Education Social
Representatives (El Salvador)	Legislative / Parliamentary Government
Juan Carlos Latorre	Chile, Lower House Parties Legislative / Parliamentary Ideological Centrist (National) Major Party Government
Carolina Goic	Chile, Lower House Parties Legislative / Parliamentary Ideological Centrist (National) Major Party Government
Agriculture / Fishing / Forestry Ministry (Senegal)	Agriculture / Fishing / Forestry Ministry Government Executive
For Social Democracy	Venezuela, Center Left Parties Ideological (National) Minor Party
Pablo Iglesias	Venezuela, Center Left Parties Ideological (National) Minor Party
John Deng	Taiwan, Government
Member of Legislative (Govt) (Madagascar)	Legislative / Parliamentary Government
Legislature (Madagascar)	Legislative / Parliamentary Government
Education (Bosnia and Herzegovina)	Education Social
Dubai International Financial Centre	United Arab Emirates, Consulting / Financial Services MNCs Multinational Corporation
Military Personnel (France)	Regional Regional Diplomatic IGOs International Government Organization Military Government
Member of Parliament (Finland)	Legislative / Parliamentary Government
Green Party of Latvia	Latvia, Centrist Parties Ideological (National) Minor Party
Airline (Portugal)	Business Social
Royal Thai Army	Thailand, Army Military Government
Air Force (Libya)	Air Force Military Government
Member of Parliament (Belgium)	Legislative / Parliamentary Government
Kidnapper (Iraq)	Criminals / Gangs Dissident
Women (Georgia)	General Population / Civilian / Social Social
Immigrants (Turkey)	General Population / Civilian / Social Social
Jayant Sinha	India, Finance / Economy / Commerce / Trade Ministry Executive Government
Partido Demokratiko Pilipino	Philippines, Parties Ideological Centrist (National) Major Party Opposition Major Party (Out Of Government)
Criminal (Ecuador)	Criminals / Gangs Dissident
Jeannot Kouadio Ahoussou	Cote d'Ivoire, Executive Executive Office Unicameral Parties Legislative / Parliamentary Elite (National) Minor Party Government
House of Representatives (Congo)	Legislative / Parliamentary Government
Population (Cameroon)	General Population / Civilian / Social Social
Businessperson (Mauritius)	Business Social
Cabinet / Council of Ministers / Advisors (Mauritius)	Executive Cabinet Government
Rassemblement du peuple de Guinée	Guinea, (National) Major Party Parties
Education Ministry (Afghanistan)	Executive Government Education Ministry
Cooperation Ministry (Kuwait)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Central Bank (China)	Executive Finance / Economy / Commerce / Trade Ministry State-Owned Consulting / Financial Services State-Owned Enterprises Government
People Associated with the Opposition (Cote d'Ivoire)	Dissident Protestors / Popular Opposition / Mobs
Armed Band (Kenya)	Unidentified Forces
Governor (Kazakhstan)	Provincial Government Local
El-Ghad	Egypt, Parties Ideological (National) Minor Party Center Left Secular
Public Sector (Iraq)	State-Owned Enterprises Government
Protester (Belarus)	Dissident Protestors / Popular Opposition / Mobs
Mikola Statkevich	Belarus, Parties Protestors / Popular Opposition / Mobs Ideological (National) Minor Party Dissident Center Left
Party Member (Belarus)	Parties
Regional Governor (Afghanistan)	Provincial Government Local
Industry (Oman)	Business Social
Inspector General of Police and Customs	Oman, Police Government
Christian (France)	National Religious Christian International Religious Social
Reserve Personnel (South Korea)	Military Government
Shaul Mofaz	Israel, Executive Jews State-Owned Enterprises Executive Office Transportation Ministry Unicameral Center Right International Ethnic Parties Legislative / Parliamentary Cabinet Ideological State-Owned Defense / Security Centrist (National) Major Party Government
Shaikh Rashid bin Abdula Al Khalifa	Bahrain, Interior / Home Ministry Executive Defense / Security Ministry Cabinet Elite Military Government
Professor (Taiwan)	Education Social
Royal Court (Bahrain)	Judicial Government
Election Commission (Turkmenistan)	Executive Elections Ministry Government
Children (Libya)	General Population / Civilian / Social Social
Peter Costello	Australia, Government Major Party (In Government) Parties Elite (National) Major Party Government Opposition Major Party (Out Of Government)
Kate Jones	Australia, Legislative / Parliamentary Government
Liu Kun	China, Finance / Economy / Commerce / Trade Ministry Executive Government
Police (Belarus)	Police Government
Hassan Sheikh Mohamud	Somalia, Executive Executive Office Provincial Party Parties Elite Government
Roscoe G. Bartlett	United States, Lower House Center Right Parties Legislative / Parliamentary Ideological (National) Major Party Government
Democratic Party (Hong Kong)	Parties
Activist (All Assam Students Union)	Dissident Protestors / Popular Opposition / Mobs Education Social
Bishop (Lebanon)	National Religious Social
Pavel Telička	Czech Republic, Consulting / Financial Services Business Business Social
Harvard University	United States, Education Social
Veronika Skvortsova	Russian Federation, Government
Professor (Colombia)	Education Social
Economist (United States)	Education Social
Joseph Stiglitz	International, Global Global Development IGOs International Government Organization Global Economic/Financial/Trade IGOs
Envoy (India)	Executive Foreign Ministry Government
Presidential Candidate (Peru)	Parties
Cabinet / Council of Ministers / Advisors (Peru)	Executive Cabinet Government
Carlos Leitão	Canada, Finance / Economy / Commerce / Trade Ministry Executive Government
Government Commission (Guyana)	Government
Armed Rebel (Saudi Arabia)	Dissident Rebel
Veterans (Fiji)	General Population / Civilian / Social Social
Women (Israel)	General Population / Civilian / Social Social
Eamon Ryan	Ireland, Parties Elite Ideological (National) Minor Party Center Left Government
Sean Treacy	Ireland, Elite
Brendan Howlin	Ireland, Elite
Lotte Confectionery	South Korea, Business Social Consumer Goods Business
Human Rights Group (Taiwan)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
New Party (Peru)	Parties
Member of the Judiciary (Costa Rica)	Judicial Government
Military Police (Argentina)	Military Government
Adjoumani Kouassi Kobenan	Cote d'Ivoire, Legislative / Parliamentary Unicameral Government
Representatives (Mali)	Legislative / Parliamentary Government
Mohamed Merah	France, Unidentified Forces
Separatist (Germany)	Dissident Separatists
Secret Agent (Libya)	Military Intelligence Military Government
Parliament of Australia	Australia, Legislative / Parliamentary Unicameral Government
Rustavi-2	Georgia, Entertainment News Media Television News Social Television Entertainment
Women / Children / Social / Welfare / Development / Religion Ministry (Ethiopia)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Industry (Ethiopia)	Business Social
Student (Comoros)	Education Social
Gabor Vona	Hungary, Christian International Religious Parties Ideological Far Right (National) Major Party
Insurgency (Afghanistan)	Dissident Rebel
Intelligence Chief (Turkey)	Intelligence Ministry Executive Government
Information / Communication / Transparency Ministry (Bulgaria)	Executive Information / Communication / Transparency Ministry Government
Crime Police Office	Germany, National / Border Divisions Police Regional Regional Diplomatic IGOs International Government Organization Government
Cristóbal Montoro	Spain, Executive Finance / Economy / Commerce / Trade Ministry Lower House Legislative / Parliamentary Elite Government
Scholar (Mongolia)	Education Social
Refugee (Kenya)	Refugees / Displaced Social
Muslim (Kenya)	National Religious Muslim International Religious Social
Member of Legislative (Govt) (Jordan)	Legislative / Parliamentary Government
House of Representatives (Jordan)	Legislative / Parliamentary Government
Treasury/Finance Ministry (Qatar)	Finance / Economy / Commerce / Trade Ministry Executive Government
Education (Yemen)	Education Social
Ahmed Gamal El-Din Moussa	Egypt, Executive Government Cabinet Social Education
Jew (United Kingdom)	Regional Regional Diplomatic IGOs International Religious Jewish National Religious International Government Organization Social
New Party (Lithuania)	Parties
Governor (Niger)	Provincial Government Local
Attacker (Niger)	Criminals / Gangs Dissident
National Security and Defense Council	Ukraine, Defense / Security Ministry Executive Government
National Guard of Ukraine	Ukraine, Military Government
Police (Niger)	Police Government
Member of the Judiciary (Indonesia)	Judicial Government
Basuki Tjahaja Purnama	Indonesia, Provincial Government Local
Ona	Argentina, International Ethnic National Religious South American Indigenous Social Religious Minority
Armed Gang (Canada)	Unidentified Forces
Other Authorities / Officials (Norway)	Government
Geraldo Sachipengo Nunda	Angola, Military Government
Detainee (Syria)	Dissident Protestors / Popular Opposition / Mobs
Protester (Serbia)	Dissident Protestors / Popular Opposition / Mobs
Civic Group (Malawi)	Nongovernmental Organizations / Activists Nongovernmental Organization (International)
Chief of Staff (Armenian Army)	Army Military Government
Armenian Army	Armenia, Army Military Government
Fedor Lukyanov	Russian Federation, Social Media
Employee (Ghana)	Labor Social
Cabinet / Council of Ministers / Advisors (Poland)	Executive Cabinet Government
Bank (Portugal)	Business Regional Regional Diplomatic IGOs International Government Organization Social
Scholar (Ethiopia)	Education Social
Presidential Press Service (China)	Executive Office Executive Government
Governor (Cuba)	Provincial Government Local
Intelligence (Czech Republic)	Intelligence Ministry Executive Government
Border Patrol (Greece)	Police Government
Border Patrol (Turkey)	Police Government
Frants Klintsevich	Russian Federation, Legislative / Parliamentary Government
Ibrahim al-Amin	Egypt, Executive State Media Information / Communication / Transparency Ministry News Social Print News Government Media
Michael Moore	United Kingdom, Executive Far Left Regional Regional Diplomatic IGOs Parties Legislative / Parliamentary Cabinet Elite Ideological International Government Organization (National) Major Party Government
Constitutional Court of Chile	Chile, National / Supreme Court Judicial Government
Aécio Neves	Brazil, Upper House Parties Local Legislative / Parliamentary Provincial Ideological Centrist (National) Major Party Government
Member of the Judiciary (Senegal)	Judicial Government
Xavier Luc Duval	Mauritius, Executive Executive Office Finance / Economy / Commerce / Trade Ministry Parties Elite Tourism Ministry Government
Liberals (Belgium)	Center Left Parties Ideological
Christian Democratic Party (Belgium)	Christian International Religious Parties
Thief (Burkina Faso)	Criminals / Gangs Dissident
Terrorist (France)	Dissident Rebel
Senate (Algeria)	Legislative / Parliamentary Upper House Government
K. Ramakrishnan	India, Communist Business Parties Ideological Social (National) Major Party Opposition Major Party (Out Of Government)
Treasury/Finance Ministry (Poland)	Finance / Economy / Commerce / Trade Ministry Executive Government
Malkiat Singh	India, Government
Government (Gibraltar)	Government
Anna Maria Bligh	Australia, Provincial Government Local
Bank (Caribbean)	Business Social
Security Council (Nigeria)	Defense / Security Ministry Executive Government
Information / Communication / Transparency Ministry (Rwanda)	Executive Information / Communication / Transparency Ministry Government
Werachon Sukondhapatipak	Thailand, Military Government
Liu Jieyi	China, Executive Foreign Ministry Government
Liberals (India)	Center Left Parties Ideological
Adylbek Kasymaliyev	Kyrgyzstan, Executive Government
Treasury/Finance Ministry (Kyrgyzstan)	Finance / Economy / Commerce / Trade Ministry Executive Government
Bank (Kyrgyzstan)	Business Social
Congress (Singapore)	Legislative / Parliamentary Government
Ruling Party (Singapore)	Government Major Party (In Government) (National) Major Party Parties
Education (Ireland)	Education Social
Ministry (Southern African Development Community)	International Government Organization Regional Development IGOs Regional
Government Official (South Africa)	Government
Agriculture / Fishing / Forestry Ministry (South Africa)	Agriculture / Fishing / Forestry Ministry Government Executive
Sdumo Dlamini	South Africa, Nongovernmental Organizations / Activists Labor NGOs
Jinggoy Estrada	Philippines, Parties Legislative / Parliamentary Elite Ideological (National) Minor Party Center Left Government
Displaced Families (Philippines)	Refugees / Displaced Social
Priest (Ireland)	National Religious Social
Economist (Bangladesh)	Education Social
Kazumi Matsui	Japan, Municipal Government Local
Armed Rebel (Bharatiya Janata)	(National) Major Party Parties Opposition Major Party (Out Of Government)
Transport (Egypt)	Business Social
Air Force (Croatia)	Air Force Military Government
Majority Party (Russia)	Parties
Presidential Press Service (Syria)	Executive Office Executive Government
Terrorist (Sweden)	Dissident Rebel
Maha Chakri Sirindhorn	Thailand, Elite Government
Joseph Daudu	Nigeria, Legal Legal NGOs Social Nongovernmental Organizations / Activists
Citizen (England)	General Population / Civilian / Social Social
Court Judge (Estonia)	Judicial Government
Rioter (South Africa)	Dissident Protestors / Popular Opposition / Mobs
Lao Front for National Construction	Laos, Government
Women (Swaziland)	General Population / Civilian / Social Social
Labor Union (Zambia)	Labor Social
Zambia Congress of Trade Unions	Zambia, Nongovernmental Organizations / Activists Labor NGOs
Population (France)	General Population / Civilian / Social Social
Congress (Unidentified State Actor)	Legislative / Parliamentary Government
Villager (Afghanistan)	General Population / Civilian / Social Social
Left Party (Estonia)	Parties
Business (Botswana)	Business Social
Bank (Switzerland)	Business Social
Protester (Latvia)	Dissident Protestors / Popular Opposition / Mobs
Government (Nauru)	Government
Attorney General (United Kingdom)	Regional Regional Diplomatic IGOs Judicial International Government Organization Government
Khalid Maqbool Siddiqui	Pakistan, Center Left Parties Ideological (National) Minor Party
Dani Yatom	Israel, Jews Unicameral International Ethnic Parties Legislative / Parliamentary Ideological Center Left (National) Major Party Government
Gonçalves Manuel Muandumba	Angola, Executive Cabinet Government Women / Children / Social / Welfare / Development / Religion Ministry
Abraão Pio dos Santos Gourgel	Angola, Finance / Economy / Commerce / Trade Ministry Executive Cabinet Government
Inspector General (Malawi)	Police Government
Tito Petkovski	Macedonia, Parties Elite Ideological (National) Minor Party Center Left
Customs Official (Bulgaria)	Government
Human Rights Activist (Mozambique)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
John Paul Stevens	United States, National / Supreme Court Judicial Government
Foreign Affairs (Comoros)	Executive Foreign Ministry Government
Activist (Malta)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Armed Separatist (Myanmar)	Dissident Separatists
Green Party (Spain)	Parties
Labor Department (South Africa)	Labor Ministry Executive Government
Lawyer/Attorney (Macedonia)	Legal Social
Treasury/Finance Ministry (Greece)	Finance / Economy / Commerce / Trade Ministry Executive Government
Human Rights Group (Singapore)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Cleric (Saudi Arabia)	National Religious Social
Nelisiwe Mildred Oliphant	South Africa, Executive Far Left Labor Ministry Government Major Party (In Government) Parties Cabinet Ideological (National) Major Party Government
Marino Murillo	Cuba, Communist Executive Management / Budget / Planning / Organization Ministry Executive Office Finance / Economy / Commerce / Trade Ministry Parties Cabinet Ideological (National) Major Party Government
Environment Department/Ministry (Latvia)	Executive Environment Ministry Government
Information / Communication / Transparency Ministry (Sweden)	Executive Regional Regional Diplomatic IGOs Information / Communication / Transparency Ministry International Government Organization Government
Islamic Preacher (Egypt)	National Religious Muslim International Religious Social
Secret Agent (Israel)	Military Intelligence Military Government
Ghana Journalists Association	Ghana, Nongovernmental Organizations / Activists Labor NGOs Media NGOs
Finance / Economy / Commerce / Trade Ministry (Rwanda)	Finance / Economy / Commerce / Trade Ministry Executive Government
Media (Rwanda)	Social Media
Drug Gang (Tanzania)	Criminals / Gangs Dissident
Military (Argentina)	Military Government
Government Affiliated Bank (Croatia)	Finance / Economy / Commerce / Trade Ministry Executive Government
Governor (Croatia)	Provincial Government Local
Mazda	Japan, Business Social
Drug Dealer (Canada)	Criminals / Gangs Dissident
Security Information Service	Czech Republic, Intelligence Ministry Executive Government
Peacekeeping Troop (Congo)	Military Government
Sacha Llorenti	Bolivia, Interior / Home Ministry Executive Government Executive Office Women / Children / Social / Welfare / Development / Religion Ministry Nongovernmental Organizations / Activists Cabinet Human Rights NGOs Foreign Ministry
Displaced Families (Burkina Faso)	Refugees / Displaced Social
Presidential Candidate (Colombia)	Parties
Student (Chile)	Education Social
Constitutional Court (Chile)	Judicial Government
Employee (Ecuador)	Labor Social
Chris Coons	United States, Legislative / Parliamentary Upper House Government
People Associated with the Opposition (Malawi Development Corporation)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Immigrants (Liberia)	General Population / Civilian / Social Social
Tama	Colombia, National Ethnic National Ethnic Minority International Ethnic South American Indigenous Social
Talal Arslan	Lebanon, Executive Druze Unicameral International Religious Center Right Parties Legislative / Parliamentary Cabinet Ideological (National) Minor Party Government
Government Official (Africa)	Government
Envoy (Niger)	Executive Foreign Ministry Government
Guido Lombardi	Peru, Unicameral Parties Legislative / Parliamentary Ideological (National) Minor Party Centrist Government
César Villanueva	Peru, Executive Executive Office Local Provincial Elite Government
Luis Caputo	Argentina, Executive Business Finance / Economy / Commerce / Trade Ministry Social Consulting / Financial Services Business Government
Police (Ecuador)	Police Government
Gerardo Alvarez-Vazquez	Mexico, Criminals / Gangs Dissident
Legislature (Switzerland)	Legislative / Parliamentary Government
Court Judge (Niger)	Judicial Government
People Associated with the Opposition (France)	Regional Regional Diplomatic IGOs International Government Organization Protestors / Popular Opposition / Mobs Dissident
Energy Department/Ministry (New Zealand)	Energy Ministry Executive Government
Economist (New Zealand)	Education Social
Medical Personnel (New Zealand)	Nongovernmental Organizations / Activists Medical / Health NGOs
Pierre Laurent	France, Communist News Parties Ideological (National) Minor Party Social Print News Media
Tenants (Australia)	General Population / Civilian / Social Social
Abiy Ahmed	Ethiopia, Executive Executive Office International Ethnic Parties Oromo Elite Ideological (National) Minor Party Center Left Government
Court Judge (Thailand)	Judicial Government
Human Rights Activist (Haiti)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Military Personnel (Haiti)	Military Government
Zhang Qingli	China, Government Major Party (In Government) Parties Local Provincial (National) Major Party Government
Sterlite Industries	Multi-National Corporations, Heavy Industrial / Chemical Business Business Social Multinational Corporation
Member of Legislative (Govt) (Malaysia)	Legislative / Parliamentary Government
Green Party (South Africa)	Parties
United National Movement	Georgia, Parties (National) Major Party Center Right Ideological
Gerd Mueller	Germany, Government
Legislature (Benin)	Legislative / Parliamentary Government
Indigenous People (Namibia)	General Population / Civilian / Social Social
Taiwan Semiconductor Manufacturing Co	Multi-National Corporations, Science / Tech / Knowledge / Innovation Business Business Social Multinational Corporation
Cleric (Congo)	National Religious Social
Archbishop (Congo)	National Religious Social
Public Defender (Georgia)	Judicial Government
Murderer (China)	Criminals / Gangs Dissident
Military (Haiti)	Military Government
University of Johannesburg	South Africa, Education Social
Mercury	South Africa, News Print News Social Media
Expatriate (Vietnam)	Refugees / Displaced Social
Foreign Affairs (Luxembourg)	Executive Government Regional Regional Diplomatic IGOs International Government Organization Foreign Ministry
Armed Rebel (Democratic Republic of Congo)	Dissident Rebel
Military Personnel (Cambodia)	Military Government
Government (Malta)	Government
Juan Carlos Romero	Argentina, Upper House Nationalist Parties Local Legislative / Parliamentary Provincial Ideological (National) Major Party Government
Militia (Kenya)	Unidentified Forces
Ministry of Education, Youth and Science	Executive Government Education Ministry
Democratic Party (Ethiopia)	Parties
Education Ministry (Spain)	Executive Government Education Ministry
